player_id,player_name,team,position
8482062,Cole Smith,NSH,L
8475287,Erik Haula,NSH,L
8476887,Filip Forsberg,NSH,L
8476539,Jonathan Marchessault,NSH,C
8482111,Justin Barron,NSH,D
8481020,Justus Annunen,NSH,G
8477424,Juuse Saros,NSH,G
8482146,Luke Evangelista,NSH,R
8478047,Michael Bunting,NSH,L
8477446,Michael McCarron,NSH,R
8483565,Nick Blankenburg,NSH,D
8480246,Nick Perbix,NSH,D
8479980,Nicolas Hague,NSH,D
8482103,Ozzy Wiesblatt,NSH,C
8474600,Roman Josi,NSH,D
8475158,Ryan O'Reilly,NSH,C
8474564,Steven Stamkos,NSH,C
8479370,Tyson Jost,NSH,C
8480871,Adam Boqvist,NYI,D
8476917,Adam Pelech,NYI,D
8481014,Alexander Romanov,NYI,D
8475314,Anders Lee,NYI,L
8477407,Anthony Duclair,NYI,L
8477500,Bo Horvat,NYI,C
8484221,Calum Ritchie,NYI,C
8477369,Carson Soucy,NYI,D
8475231,Casey Cizikas,NYI,C
8479496,David Rittich,NYI,G
8482476,Emil Heineman,NYI,L
8478009,Ilya Sorokin,NYI,G
8476419,Jean-Gabriel Pageau,NYI,C
8477494,Jonathan Drouin,NYI,L
8481237,Kyle MacLean,NYI,C
8475151,Kyle Palmieri,NYI,C
8483553,Marc Gatcomb,NYI,C
8478445,Mathew Barzal,NYI,C
8485366,Matthew Schaefer,NYI,D
8485702,Max Shabanov,NYI,R
8476292,Ondrej Palat,NYI,L
8477506,Ryan Pulock,NYI,D
8476429,Scott Mayfield,NYI,D
8473575,Semyon Varlamov,NYI,G
8481601,Simon Holmstrom,NYI,R
8477950,Tony DeAngelo,NYI,D
8481726,Adam Edstrom,NYR,C
8479323,Adam Fox,NYR,D
8482109,Alexis Lafrenière,NYR,L
8482073,Braden Schneider,NYR,D
8482747,Brennan Othmann,NYR,L
8477839,Conor Sheary,NYR,L
8484210,Gabe Perreault,NYR,R
8482504,Hugo Ollas,NYR,G
8478048,Igor Shesterkin,NYR,G
8476468,J.T. Miller,NYR,C
8471734,Jonathan Quick,NYR,G
8477380,Jonny Brodzinski,NYR,C
8482460,Matt Rempe,NYR,C
8481525,Matthew Robertson,NYR,D
8476459,Mika Zibanejad,NYR,C
8483690,Noah Laba,NYR,C
8475842,Sam Carrick,NYR,C
8482666,Scott Morrow,NYR,D
8479390,Taylor Raddysh,NYR,R
8480001,Urho Vaakanainen,NYR,D
8482861,Vincent Iorio,NYR,D
8476389,Vincent Trocheck,NYR,C
8478882,Vladislav Gavrikov,NYR,D
8478840,Will Borgen,NYR,D
8482157,Will Cuylle,NYR,L
8482245,Artem Zub,OTT,D
8480801,Brady Tkachuk,OTT,L
8473512,Claude Giroux,OTT,R
8474102,David Perron,OTT,L
8480208,Drake Batherson,OTT,R
8481528,Dylan Cozens,OTT,C
8480188,Fabian Zetterlund,OTT,L
8482105,Jake Sanderson,OTT,D
8473503,James Reimer,OTT,G
8481606,Jordan Spence,OTT,D
8477073,Kurtis MacDermid,OTT,L
8474189,Lars Eller,OTT,C
8476999,Linus Ullmark,OTT,G
8478020,Michael Amadio,OTT,R
8476393,Nick Cousins,OTT,C
8475324,Nick Jensen,OTT,D
8484321,Nikolas Matinpalo,OTT,D
8482092,Ridly Greig,OTT,C
8481596,Shane Pinto,OTT,C
8478469,Thomas Chabot,OTT,D
8482116,Tim Stützle,OTT,C
8482095,Tyler Kleven,OTT,D
8481553,Bobby Brink,PHI,R
8481546,Cam York,PHI,D
8479336,Carl Grundstrom,PHI,R
8477989,Christian Dvorak,PHI,C
8478435,Dan Vladar,PHI,G
8484142,Denver Barkey,PHI,C
8482126,Emil Andrae,PHI,D
8477903,Garnet Hathaway,PHI,R
8482142,Jamie Drysdale,PHI,D
8484387,Matvei Michkov,PHI,R
8476372,Nick Seeler,PHI,D
8475235,Nicolas Deslauriers,PHI,L
8483733,Nikita Grebenkin,PHI,R
8480220,Noah Cates,PHI,L
8478454,Noah Juulsen,PHI,D
8480015,Owen Tippett,PHI,R
8477499,Rasmus Ristolainen,PHI,D
8479022,Rodrigo Abols,PHI,C
8481035,Samuel Ersson,PHI,G
8476461,Sean Couturier,PHI,C
8478439,Travis Konecny,PHI,R
8477948,Travis Sanheim,PHI,D
8481533,Trevor Zegras,PHI,C
8482159,Tyson Foerster,PHI,R
8477511,Anthony Mantha,PIT,R
8481668,Arturs Silovs,PIT,G
8485414,Ben Kindel,PIT,C
8481481,Blake Lizotte,PIT,C
8476967,Brett Kulak,PIT,D
8475810,Bryan Rust,PIT,R
8477365,Connor Clifton,PIT,D
8480980,Connor Dewar,PIT,C
8482475,Egor Chinakhov,PIT,R
8474578,Erik Karlsson,PIT,D
8471215,Evgeni Malkin,PIT,C
8480842,Filip Hallander,PIT,C
8482470,Ilya Solovyov,PIT,D
8481030,Jack St. Ivany,PIT,D
8479638,Justin Brazeau,PIT,R
8475763,Kevin Hayes,PIT,R
8471724,Kris Letang,PIT,D
8478569,Noel Acciari,PIT,C
8478450,Parker Wotherspoon,PIT,D
8476483,Rickard Rakell,PIT,R
8477435,Ryan Graves,PIT,D
8478854,Ryan Shea,PIT,D
8471675,Sidney Crosby,PIT,C
8479973,Stuart Skinner,PIT,G
8478438,Tommy Novak,PIT,C
8476457,Adam Larsson,SEA,D
8483570,Ben Meyers,SEA,C
8484800,Berkly Catton,SEA,C
8477986,Brandon Montour,SEA,D
8479985,Cale Fleury,SEA,D
8476905,Chandler Stephenson,SEA,C
8480009,Eeli Tolvanen,SEA,R
8477919,Frederick Gaudreau,SEA,C
8482874,Jacob Melanson,SEA,R
8475768,Jaden Schwartz,SEA,L
8476467,Jamie Oleksiak,SEA,D
8477955,Jared McCann,SEA,L
8478916,Joey Daccord,SEA,G
8474586,Jordan Eberle,SEA,R
8479372,Joshua Mahura,SEA,D
8481554,Kaapo Kakko,SEA,R
8476899,Matt Murray,SEA,G
8482665,Matty Beniers,SEA,C
8475831,Philipp Grubauer,SEA,G
8479324,Ryan Lindgren,SEA,D
8482751,Ryan Winterton,SEA,C
8482858,Ryker Evans,SEA,D
8483524,Shane Wright,SEA,C
8481789,Tye Kartye,SEA,L
8478407,Vince Dunn,SEA,D
8478874,Adam Gaudette,SJS,R
8477968,Alex Nedeljkovic,SJS,G
8477505,Alexander Wennberg,SJS,C
8476624,Barclay Goodrow,SJS,C
8484911,Collin Graf,SJS,R
8475200,Dmitry Orlov,SJS,D
8475784,Jeff Skinner,SJS,L
8475906,John Klingberg,SJS,D
8480748,Kiefer Sherwood,SJS,L
8484801,Macklin Celebrini,SJS,C
8479983,Mario Ferraro,SJS,D
8485402,Michael Misa,SJS,C
8483630,Pavol Regenda,SJS,L
8480798,Philipp Kurashev,SJS,C
8471817,Ryan Reaves,SJS,R
8484806,Sam Dickinson,SJS,D
8482166,Shakir Mukhamadullin,SJS,D
8480043,Timothy Liljegren,SJS,D
8480848,Ty Dellandrea,SJS,C
8475726,Tyler Toffoli,SJS,C
8479576,Vincent Desharnais,SJS,D
8484227,Will Smith,SJS,C
8482667,William Eklund,SJS,L
8482137,Yaroslav Askarov,SJS,G
8482859,Zack Ostapchuk,SJS,C
8480281,Alexey Toropchenko,STL,R
8475170,Brayden Schenn,STL,C
8475764,Cam Fowler,STL,D
8476892,Colton Parayko,STL,D
8484164,Dalibor Dvorsky,STL,R
8482077,Dylan Holloway,STL,L
8482090,Jack Finley,STL,C
8482089,Jake Neighbours,STL,L
8483516,Jimmy Snuggerud,STL,R
8480981,Joel Hofer,STL,G
8481013,Jonatan Berggren,STL,R
8476412,Jordan Binnington,STL,G
8479385,Jordan Kyrou,STL,R
8475753,Justin Faulk,STL,D
8482733,Logan Mailloux,STL,D
8478472,Mathieu Joseph,STL,R
8482516,Matthew Kessel,STL,D
8477573,Nathan Walker,STL,L
8476897,Oskar Sundqvist,STL,C
8477402,Pavel Buchnevich,STL,L
8481598,Philip Broberg,STL,D
8480459,Pius Suter,STL,C
8477952,Robby Fabbri,STL,C
8480023,Robert Thomas,STL,C
8482133,Thomas Bordeleau,STL,C
8481006,Tyler Tucker,STL,D
8476883,Andrei Vasilevskiy,TBL,G
8478519,Anthony Cirelli,TBL,C
8479542,Brandon Hagel,TBL,L
8478010,Brayden Point,TBL,C
8480426,Charle-Edouard D'Astous,TBL,D
8480876,Curtis Douglas,TBL,C
8478178,Darren Raddysh,TBL,D
8483398,Declan Carlile,TBL,D
8483752,Dominic James,TBL,C
8482929,Emil Lilleberg,TBL,D
8478416,Erik Cernak,TBL,D
8482201,Gage Goncalves,TBL,C
8482655,J.J. Moser,TBL,D
8477404,Jake Guentzel,TBL,C
8477992,Jonas Johansson,TBL,G
8481719,Max Crozier,TBL,D
8477426,Nick Paul,TBL,L
8476453,Nikita Kucherov,TBL,R
8477416,Oliver Bjorkstrand,TBL,R
8480995,Pontus Holmberg,TBL,R
8474151,Ryan McDonagh,TBL,D
8477149,Scott Sabourin,TBL,R
8475167,Victor Hedman,TBL,D
8476826,Yanni Gourde,TBL,C
8476878,Zemgus Girgensons,TBL,C
8476932,Anthony Stolarz,TOR,G
8479318,Auston Matthews,TOR,C
8482259,Bobby McMann,TOR,C
8478443,Brandon Carlo,TOR,D
8475714,Calle Jarnkrok,TOR,C
8475690,Chris Tanev,TOR,D
8478057,Dakota Joshua,TOR,C
8484158,Easton Cowan,TOR,R
8476931,Jake McCabe,TOR,D
8475166,John Tavares,TOR,C
8479361,Joseph Woll,TOR,G
8481711,Matias Maccelli,TOR,L
8482720,Matthew Knies,TOR,L
8477503,Max Domi,TOR,C
8476853,Morgan Rielly,TOR,D
8481582,Nicholas Robertson,TOR,L
8478462,Nicolas Roy,TOR,C
8475171,Oliver Ekman-Larsson,TOR,D
8479026,Philippe Myers,TOR,D
8476872,Scott Laughton,TOR,C
8481122,Simon Benoit,TOR,D
8478904,Steven Lorentz,TOR,C
8479442,Troy Stecher,TOR,D
8477939,William Nylander,TOR,R
8477021,Alexander Kerfoot,UTA,C
8480849,Barrett Hayton,UTA,C
8479293,Brandon Tanev,UTA,L
8479343,Clayton Keller,UTA,R
8482699,Dylan Guenther,UTA,R
8474013,Ian Cole,UTA,D
8482175,JJ Peterka,UTA,R
8480855,Jack McBain,UTA,C
8478507,John Marino,UTA,D
8479977,Kailer Yamamoto,UTA,R
8478872,Karel Vejmelka,UTA,G
8478831,Kevin Stenlund,UTA,C
8478474,Lawson Crouse,UTA,L
8477070,Liam O'Brien,UTA,C
8483431,Logan Cooley,UTA,C
8479619,Michael Carcone,UTA,L
8479410,Mikhail Sergachev,UTA,D
8477220,Nate Schmidt,UTA,D
8480084,Nick DeSimone,UTA,D
8477951,Nick Schmaltz,UTA,C
8476874,Olli Määttä,UTA,D
8480434,Sean Durzi,UTA,D
8477970,Vitek Vanecek,UTA,G
8482691,Aatu Räty,VAN,C
8478444,Brock Boeser,VAN,R
8478856,Conor Garland,VAN,R
8480144,David Kampf,VAN,C
8475762,Derek Forbort,VAN,D
8482055,Drew O'Connor,VAN,L
8480012,Elias Pettersson,VAN,C
8483678,Elias Pettersson,VAN,D
8475169,Evander Kane,VAN,L
8480078,Filip Chytil,VAN,C
8479425,Filip Hronek,VAN,D
8478498,Jake DeBrusk,VAN,L
8480238,Jiri Patera,VAN,G
8480947,Kevin Lankinen,VAN,G
8483499,Liam Ohgren,VAN,L
8481024,Linus Karlsson,VAN,C
8482079,Marco Rossi,VAN,C
8477969,Marcus Pettersson,VAN,D
8484136,Max Sasson,VAN,C
8482496,Nils Aman,VAN,C
8481535,Nils Hoglander,VAN,L
8480058,Pierre-Olivier Joseph,VAN,D
8476927,Teddy Blueger,VAN,C
8477967,Thatcher Demko,VAN,G
8484240,Tom Willander,VAN,D
8474574,Tyler Myers,VAN,D
8484798,Zeev Buium,VAN,D
8478499,Adin Hill,VGK,G
8481033,Akira Schmid,VGK,G
8482125,Alexander Holtz,VGK,R
8477018,Ben Hutton,VGK,D
8483890,Braeden Bowman,VGK,R
8476438,Brandon Saad,VGK,L
8475188,Brayden McNabb,VGK,D
8479353,Brett Howden,VGK,C
8479394,Carter Hart,VGK,G
8481133,Cole Reinhardt,VGK,L
8476925,Colton Sissons,VGK,C
8477964,Ivan Barbashev,VGK,L
8478403,Jack Eichel,VGK,C
8478468,Jeremy Lauzon,VGK,D
8480007,Jonas Rondbjerg,VGK,R
8481527,Kaedan Korczak,VGK,D
8478434,Keegan Kolesar,VGK,R
8475913,Mark Stone,VGK,R
8478483,Mitch Marner,VGK,R
8478396,Noah Hanifin,VGK,D
8481604,Pavel Dorofeyev,VGK,R
8478397,Rasmus Andersson,VGK,D
8475191,Reilly Smith,VGK,R
8477447,Shea Theodore,VGK,D
8476881,Tomas Hertl,VGK,C
8476448,William Karlsson,VGK,C
8476392,Adam Lowry,WPG,C
8480113,Alex Iafallo,WPG,L
8481043,Cole Koepke,WPG,L
8482149,Cole Perfetti,WPG,C
8476525,Colin Miller,WPG,D
8476945,Connor Hellebuyck,WPG,G
8476331,Dylan DeMelo,WPG,D
8480049,Dylan Samberg,WPG,D
8477480,Eric Comrie,WPG,G
8480014,Gabriel Vilardi,WPG,C
8474679,Gustav Nyquist,WPG,R
8477938,Haydn Fleury,WPG,D
8473604,Jonathan Toews,WPG,C
8477504,Josh Morrissey,WPG,D
8478398,Kyle Connor,WPG,L
8479378,Logan Stanley,WPG,D
8474568,Luke Schenn,WPG,D
8476460,Mark Scheifele,WPG,C
8480289,Morgan Barron,WPG,C
8480145,Neal Pionk,WPG,D
8475799,Nino Niederreiter,WPG,R
8476871,Tanner Pearson,WPG,L
8476480,Vladislav Namestnikov,WPG,C
8471214,Alex Ovechkin,WSH,L
8481656,Aliaksei Protas,WSH,C
8478463,Anthony Beauvillier,WSH,L
8479520,Brandon Duhaime,WSH,R
8479292,Charlie Lindgren,WSH,G
8483532,Clay Stevenson,WSH,G
8481580,Connor McMichael,WSH,C
8480990,Declan Chisholm,WSH,D
8475795,Dylan McIlrath,WSH,D
8478440,Dylan Strome,WSH,C
8483573,Ethen Frank,WSH,C
8482148,Hendrix Lapierre,WSH,C
8479345,Jakob Chychrun,WSH,D
8474590,John Carlson,WSH,D
8482088,Justin Sourdif,WSH,R
8480313,Logan Thompson,WSH,G
8480796,Martin Fehérváry,WSH,D
8478911,Matt Roy,WSH,D
8475343,Nic Dowd,WSH,C
8479400,Pierre-Luc Dubois,WSH,L
8480873,Rasmus Sandin,WSH,D
8484186,Ryan Leonard,WSH,R
8477947,Sonny Milano,WSH,L
8476880,Tom Wilson,WSH,R
8477845,Trevor van Riemsdyk,WSH,D
