WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Osaka N.,Ruzic A.,17,65,2366,1008,6,3,3,6,6,4,2,1,Completed,1.22,4.33,,,1.25,4.33,1.23,4.08,1.26,4.8
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Inglis M.,Birrell K.,168,76,418,892,7,6,6,7,6,4,2,1,Completed,3,1.4,,,3.1,1.42,2.94,1.39,3.25,1.42
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Bartunkova N.,Kasatkina D.,126,43,582,1227,7,6,0,6,6,3,2,1,Completed,2.75,1.44,,,2.88,1.45,2.78,1.43,2.8,1.55
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Shnaider D.,Gibson T.,22,119,1953,634,3,6,7,5,6,3,2,1,Completed,1.25,4,,,1.26,5,1.23,4.18,1.28,4.5
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Sonmez Z.,Bondar A.,112,74,694,913,6,2,6,4,,,2,0,Completed,1.62,2.3,,,1.72,2.3,1.66,2.19,1.72,2.36
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Svitolina E.,Klimovicova L.,12,134,2856,538,7,5,6,1,,,2,0,Completed,1.1,7,,,1.14,7,1.11,6.52,1.12,9
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Sabalenka A.,Bai Z.,1,702,10990,55,6,3,6,1,,,2,0,Completed,1.01,29,,,1.02,34,1.01,22.65,1.01,50
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Putintseva Y.,Jacquemot E.,94,60,799,1070,6,1,6,2,,,2,0,Completed,1.36,3.2,,,1.42,3.2,1.38,3,1.4,3.4
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Baptiste H.,Hunter S.,70,367,979,169,6,2,6,1,,,2,0,Completed,1.62,2.3,,,1.65,2.38,1.61,2.27,1.76,2.28
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Mboko V.,McNally C.,16,85,2447,836,6,4,6,3,,,2,0,Completed,1.3,3.5,,,1.35,3.5,1.32,3.31,1.35,3.75
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Tauson C.,Kudermetova P.,14,150,2530,490,6,3,3,6,7,5,2,1,Completed,1.44,2.75,,,1.5,2.9,1.43,2.77,1.45,3.15
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Potapova A.,Raducanu E.,55,29,1106,1607,7,6,6,2,,,2,0,Completed,3.2,1.36,,,3.6,1.4,3.13,1.35,3.15,1.45
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Gauff C.,Danilovic O.,3,69,6423,981,6,2,6,2,,,2,0,Completed,1.08,8,,,1.11,10,1.09,7.38,1.11,9.6
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Ruse E.G.,Tomljanovic A.,79,78,872,881,6,4,6,4,,,2,0,Completed,1.67,2.2,,,1.7,2.5,1.66,2.2,1.74,2.32
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Linette M.,Li A.,50,38,1157,1316,6,3,6,3,,,2,0,Completed,2.1,1.73,,,2.2,1.73,2.12,1.71,2.32,1.74
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Muchova K.,Parks A.,19,99,2083,770,4,6,6,4,6,4,2,1,Completed,1.08,8,,,1.1,8,1.09,7.23,1.12,8.8
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Andreeva M.,Sakkari M.,7,53,4731,1133,6,0,6,4,,,2,0,Completed,1.17,5,,,1.18,5.25,1.17,4.89,1.2,5.8
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Paolini J.,Frech M.,8,57,4267,1093,6,2,6,3,,,2,0,Completed,1.25,4,,,1.26,4.33,1.25,3.89,1.3,4.2
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Jovic I.,Hon P.,27,121,1671,620,6,1,6,2,,,2,0,Completed,1.14,5.5,,,1.18,5.5,1.17,4.87,1.21,5.4
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Keys M.,Krueger A.,9,62,4111,1026,6,1,7,5,,,2,0,Completed,1.2,4.5,,,1.25,4.75,1.21,4.29,1.25,4.8
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Selekhmeteva O.,Badosa P.,101,26,769,1676,6,4,6,4,,,2,0,Completed,4,1.25,,,4,1.27,3.85,1.26,4.3,1.28
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Pegula J.,Kessler M.,6,37,5453,1335,6,0,6,2,,,2,0,Completed,1.22,4.33,,,1.25,4.33,1.23,4.1,1.26,4.7
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Tjen J.,1057,59,16,1075,6,4,6,4,,,2,0,Completed,3.5,1.3,,,3.66,1.34,3.44,1.31,3.75,1.36
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Kalinskaya A.,Grabher J.,33,95,1511,799,6,3,6,3,,,2,0,Completed,1.08,8,,,1.11,8,1.09,7.04,1.11,9.4
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Inglis M.,Siegemund L.,168,48,418,1171,6,4,6,7,7,6,2,1,Completed,2.3,1.62,,,2.3,1.68,2.22,1.64,2.5,1.65
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Wang Xin.,Ostapenko J.,46,24,1197,1741,4,6,6,4,6,4,2,1,Completed,1.62,2.3,,,1.67,2.3,1.64,2.22,1.65,2.5
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Noskova L.,Preston T.,13,161,2641,443,6,2,4,6,6,2,2,1,Completed,1.14,5.5,,,1.17,6,1.15,5.27,1.18,6
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Stearns P.,Marcinko P.,68,81,987,854,6,2,7,5,,,2,0,Completed,1.67,2.2,,,1.67,2.3,1.63,2.23,1.69,2.42
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Anisimova A.,Siniakova K.,4,45,6320,1215,6,1,6,4,,,2,0,Completed,1.29,3.75,,,1.29,3.75,1.29,3.58,1.29,4.3
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Mertens E.,Uchijima M.,21,88,1956,822,6,3,6,1,,,2,0,Completed,1.11,6.5,,,1.13,7.5,1.11,6.27,1.13,7.8
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Valentova T.,Fruhvirtova L.,54,132,1121,548,7,5,2,6,6,3,2,1,Completed,1.2,4.5,,,1.23,5.2,1.2,4.5,1.23,5.1
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Swiatek I.,Bouzkova M.,2,44,8328,1225,6,2,6,3,,,2,0,Completed,1.07,9,,,1.1,9,1.09,7.27,1.11,9.6
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Osaka N.,Cirstea S.,17,41,2366,1249,6,3,4,6,6,2,2,1,Completed,1.57,2.38,,,1.65,2.5,1.57,2.36,1.64,2.5
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Bartunkova N.,Bencic B.,126,10,582,3512,6,3,0,6,6,4,2,1,Completed,10,1.06,,,10,1.08,8.56,1.06,12,1.08
5,Melbourne,Australian Open,1/22/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Rybakina E.,Gracheva V.,5,77,5850,887,7,5,6,2,,,2,0,Completed,1.04,13,,,1.04,13,1.03,11.46,1.05,20
5,Melbourne,Australian Open,1/23/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Mboko V.,Tauson C.,16,14,2447,2530,7,6,5,7,6,3,2,1,Completed,1.5,2.63,,,1.52,2.75,1.49,2.58,1.49,2.98
5,Melbourne,Australian Open,1/23/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Sabalenka A.,Potapova A.,1,55,10990,1106,7,6,7,6,,,2,0,Completed,1.04,13,,,1.04,14,1.04,11.38,1.03,26
5,Melbourne,Australian Open,1/23/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Putintseva Y.,Sonmez Z.,94,112,799,694,6,3,6,7,6,3,2,1,Completed,1.73,2.1,,,1.83,2.15,1.74,2.07,1.82,2.2
5,Melbourne,Australian Open,1/23/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Gauff C.,Baptiste H.,3,70,6423,979,3,6,6,0,6,3,2,1,Completed,1.06,10,,,1.08,10,1.07,8.27,1.09,11.5
5,Melbourne,Australian Open,1/23/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Muchova K.,Linette M.,19,50,2083,1157,6,1,6,1,,,2,0,Completed,1.2,4.5,,,1.23,4.6,1.21,4.36,1.22,5.3
5,Melbourne,Australian Open,1/23/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Jovic I.,Paolini J.,27,8,1671,4267,6,2,7,6,,,2,0,Completed,2.2,1.67,,,2.28,1.73,2.16,1.68,2.22,1.8
5,Melbourne,Australian Open,1/23/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Svitolina E.,Shnaider D.,12,22,2856,1953,7,6,6,3,,,2,0,Completed,1.5,2.63,,,1.53,2.75,1.49,2.58,1.51,2.92
5,Melbourne,Australian Open,1/23/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Andreeva M.,Ruse E.G.,7,79,4731,872,6,3,6,4,,,2,0,Completed,1.1,7,,,1.13,7.5,1.11,6.23,1.13,8
5,Melbourne,Australian Open,1/23/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Pegula J.,Selekhmeteva O.,6,101,5453,769,6,3,6,2,,,2,0,Completed,1.05,11,,,1.06,11,1.05,9.35,1.08,12
5,Melbourne,Australian Open,1/23/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Keys M.,Pliskova Ka.,9,1057,4111,16,6,3,6,3,,,2,0,Completed,1.14,5.5,,,1.15,6.5,1.14,5.49,1.17,6.2
5,Melbourne,Australian Open,1/24/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Anisimova A.,Stearns P.,4,68,6320,987,6,1,6,4,,,2,0,Completed,1.14,5.5,,,1.17,6,1.15,5.3,1.19,6.2
5,Melbourne,Australian Open,1/24/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Wang Xin.,Noskova L.,46,13,1197,2641,7,5,6,4,,,2,0,Completed,2.75,1.44,,,2.9,1.5,2.71,1.45,2.98,1.49
5,Melbourne,Australian Open,1/24/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Mertens E.,Bartunkova N.,21,126,1956,582,6,0,6,4,,,2,0,Completed,1.29,3.75,,,1.29,4.33,1.27,3.74,1.33,4
5,Melbourne,Australian Open,1/24/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Swiatek I.,Kalinskaya A.,2,33,8328,1511,6,1,1,6,6,1,2,1,Completed,1.22,4.33,,,1.25,4.5,1.22,4.15,1.26,4.8
5,Melbourne,Australian Open,1/24/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Inglis M.,Osaka N.,168,17,418,2366,,,,,,,,,Walkover,7,1.1,,,7,1.12,6.54,1.1,8.4,1.13
5,Melbourne,Australian Open,1/24/2026,Grand Slam,Outdoor,Hard,3rd Round,3,Rybakina E.,Valentova T.,5,54,5850,1121,6,2,6,3,,,2,0,Completed,1.17,5,,,1.2,5,1.18,4.78,1.19,6
5,Melbourne,Australian Open,1/25/2026,Grand Slam,Outdoor,Hard,4th Round,3,Sabalenka A.,Mboko V.,1,16,10990,2447,6,1,7,6,,,2,0,Completed,1.14,5.5,,,1.17,5.75,1.16,5.22,1.18,6.2
5,Melbourne,Australian Open,1/25/2026,Grand Slam,Outdoor,Hard,4th Round,3,Jovic I.,Putintseva Y.,27,94,1671,799,6,0,6,1,,,2,0,Completed,1.29,3.75,,,1.44,4,1.29,3.59,1.29,4.3
5,Melbourne,Australian Open,1/25/2026,Grand Slam,Outdoor,Hard,4th Round,3,Gauff C.,Muchova K.,3,19,6423,2083,6,1,3,6,6,3,2,1,Completed,1.44,2.75,,,1.49,2.8,1.45,2.71,1.48,3
5,Melbourne,Australian Open,1/25/2026,Grand Slam,Outdoor,Hard,4th Round,3,Svitolina E.,Andreeva M.,12,7,2856,4731,6,2,6,4,,,2,0,Completed,2.5,1.53,,,2.7,1.57,2.53,1.51,2.72,1.57
5,Melbourne,Australian Open,1/26/2026,Grand Slam,Outdoor,Hard,4th Round,3,Pegula J.,Keys M.,6,9,5453,4111,6,3,6,4,,,2,0,Completed,1.62,2.3,,,1.65,2.5,1.59,2.33,1.63,2.58
5,Melbourne,Australian Open,1/26/2026,Grand Slam,Outdoor,Hard,4th Round,3,Anisimova A.,Wang Xin.,4,46,6320,1197,7,6,6,4,,,2,0,Completed,1.14,5.5,,,1.17,6.5,1.14,5.5,1.16,7
5,Melbourne,Australian Open,1/26/2026,Grand Slam,Outdoor,Hard,4th Round,3,Rybakina E.,Mertens E.,5,21,5850,1956,6,1,6,3,,,2,0,Completed,1.14,5.5,,,1.18,5.5,1.15,5.22,1.17,6.4
5,Melbourne,Australian Open,1/26/2026,Grand Slam,Outdoor,Hard,4th Round,3,Swiatek I.,Inglis M.,2,168,8328,418,6,0,6,3,,,2,0,Completed,1.01,23,,,1.02,23,1.01,16.77,1.02,34
5,Melbourne,Australian Open,1/27/2026,Grand Slam,Outdoor,Hard,Quarterfinals,3,Sabalenka A.,Jovic I.,1,27,10990,1671,6,3,6,0,,,2,0,Completed,1.14,5.5,,,1.16,6,1.14,5.41,1.17,6.8
5,Melbourne,Australian Open,1/27/2026,Grand Slam,Outdoor,Hard,Quarterfinals,3,Svitolina E.,Gauff C.,12,3,2856,6423,6,1,6,2,,,2,0,Completed,2.63,1.5,,,2.8,1.55,2.58,1.5,2.68,1.59
5,Melbourne,Australian Open,1/28/2026,Grand Slam,Outdoor,Hard,Quarterfinals,3,Rybakina E.,Swiatek I.,5,2,5850,8328,7,5,6,1,,,2,0,Completed,1.67,2.2,,,1.75,2.2,1.71,2.13,1.78,2.26
5,Melbourne,Australian Open,1/28/2026,Grand Slam,Outdoor,Hard,Quarterfinals,3,Pegula J.,Anisimova A.,6,4,5453,6320,6,2,7,6,,,2,0,Completed,2.1,1.73,,,2.1,1.83,2.05,1.76,2.24,1.8
5,Melbourne,Australian Open,1/29/2026,Grand Slam,Outdoor,Hard,Semifinals,3,Sabalenka A.,Svitolina E.,1,12,10990,2856,6,2,6,3,,,2,0,Completed,1.2,4.5,,,1.29,4.6,1.22,4.19,1.24,5
5,Melbourne,Australian Open,1/29/2026,Grand Slam,Outdoor,Hard,Semifinals,3,Rybakina E.,Pegula J.,5,6,5850,5453,6,3,7,6,,,2,0,Completed,1.44,2.75,,,1.48,2.95,1.43,2.77,1.47,3.1
5,Melbourne,Australian Open,1/31/2026,Grand Slam,Outdoor,Hard,The Final,3,Rybakina E.,Sabalenka A.,5,1,5850,10990,6,4,4,6,6,4,2,1,Completed,2.38,1.62,,,2.48,1.63,2.36,1.6,2.48,1.67
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/1/2026,WTA500,Outdoor,Hard,1st Round,3,Samsonova L.,Kenin S.,18,28,2062,1567,6,4,6,0,,,2,0,Completed,1.5,2.63,,,1.5,2.75,1.47,2.59,1.53,2.84
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/1/2026,WTA500,Outdoor,Hard,1st Round,3,Kessler M.,Pavlyuchenkova A.,32,100,1395,765,6,3,6,3,,,2,0,Completed,1.44,2.75,,,1.46,3,1.41,2.79,1.45,3.05
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/1/2026,WTA500,Outdoor,Hard,1st Round,3,Fernandez L.A.,Paquet C.,25,220,1701,323,6,0,6,3,,,2,0,Completed,1.17,5,,,1.17,19,1.16,7.5,,
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/1/2026,WTA500,Outdoor,Hard,1st Round,3,Baptiste H.,Kostovic T.,56,171,1071,416,4,6,6,3,6,4,2,1,Completed,1.25,4,,,1.3,4,1.28,3.6,1.32,3.95
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/2/2026,WTA500,Outdoor,Hard,1st Round,3,Bejlek S.,Krueger A.,101,55,753,1086,6,3,6,0,,,2,0,Completed,2.1,1.73,,,2.17,1.76,2.07,1.73,2.22,1.8
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/2/2026,WTA500,Outdoor,Hard,1st Round,3,Sasnovich A.,Badosa P.,109,65,710,966,6,4,3,6,6,1,2,1,Completed,3,1.4,,,3,1.47,2.86,1.39,3.05,1.47
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/2/2026,WTA500,Outdoor,Hard,1st Round,3,Kartal S.,Bucsa C.,61,57,1004,1069,6,3,7,6,,,2,0,Completed,1.4,3,,,1.42,3,1.4,2.84,1.43,3.2
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/2/2026,WTA500,Outdoor,Hard,1st Round,3,Waltert S.,Kasatkina D.,94,62,786,997,7,6,3,6,6,4,2,1,Completed,2.5,1.53,,,2.55,1.56,2.45,1.53,2.56,1.6
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/2/2026,WTA500,Outdoor,Hard,1st Round,3,Tjen J.,Joint M.,47,29,1139,1549,7,6,3,6,6,3,2,1,Completed,1.8,2,,,1.84,2.2,1.76,2.02,1.81,2.18
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/2/2026,WTA500,Outdoor,Hard,1st Round,3,Yastremska D.,Haddad Maia B.,43,68,1175,932,6,2,7,5,,,2,0,Completed,1.57,2.38,,,1.67,2.38,1.6,2.27,1.69,2.42
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/2/2026,WTA500,Outdoor,Hard,1st Round,3,Ostapenko J.,Selekhmeteva O.,24,76,1801,868,5,7,7,6,6,2,2,1,Completed,1.8,2,,,2.3,2,1.97,1.81,2.1,1.88
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/2/2026,WTA500,Outdoor,Hard,1st Round,3,Eala A.,Sonmez Z.,45,79,1163,854,6,4,6,3,,,2,0,Completed,2,1.8,,,2.1,2,1.99,1.79,2.2,1.82
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/3/2026,WTA500,Outdoor,Hard,2nd Round,3,Samsonova L.,Tjen J.,18,47,2062,1139,6,2,6,2,,,2,0,Completed,1.53,2.5,,,1.63,2.63,1.52,2.48,1.6,2.6
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/3/2026,WTA500,Outdoor,Hard,2nd Round,3,Kessler M.,Fernandez L.A.,32,25,1395,1701,6,3,6,2,,,2,0,Completed,2.1,1.73,,,2.25,1.73,2.13,1.69,2.4,1.7
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/3/2026,WTA500,Outdoor,Hard,2nd Round,3,Baptiste H.,Navarro E.,56,17,1071,2095,7,6,0,6,6,3,2,1,Completed,3,1.4,,,3,1.42,2.87,1.4,3.1,1.46
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/3/2026,WTA500,Outdoor,Hard,2nd Round,3,Tauson C.,Waltert S.,16,94,2345,786,6,3,6,1,,,2,0,Completed,1.29,3.75,,,1.44,3.8,1.31,3.4,1.31,4
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/4/2026,WTA500,Outdoor,Hard,2nd Round,3,Alexandrova E.,Yastremska D.,11,43,2983,1175,6,3,6,0,,,2,0,Completed,1.44,2.75,,,1.55,2.8,1.5,2.54,1.51,2.92
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/4/2026,WTA500,Outdoor,Hard,2nd Round,3,Bejlek S.,Ostapenko J.,101,24,753,1801,6,4,6,3,,,2,0,Completed,1.8,2,,,1.94,2.1,1.84,1.94,1.92,2.06
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/4/2026,WTA500,Outdoor,Hard,2nd Round,3,Kartal S.,Zarazua R.,61,92,1004,804,6,0,6,3,,,2,0,Completed,,,,,1.07,12.5,1.06,9.83,,
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/4/2026,WTA500,Outdoor,Hard,2nd Round,3,Eala A.,Sasnovich A.,45,109,1163,710,2,6,6,4,7,6,2,1,Completed,1.57,2.38,,,1.6,2.43,1.57,2.34,1.61,2.58
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/5/2026,WTA500,Outdoor,Hard,Quarterfinals,3,Tauson C.,Kessler M.,16,32,2345,1395,6,3,6,4,,,2,0,Completed,1.57,2.38,,,1.85,2.4,1.63,2.26,1.66,2.48
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/5/2026,WTA500,Outdoor,Hard,Quarterfinals,3,Bejlek S.,Kartal S.,101,61,753,1004,6,0,6,2,,,2,0,Completed,3.5,1.3,,,3.6,1.47,3.25,1.33,3.75,1.35
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/5/2026,WTA500,Outdoor,Hard,Quarterfinals,3,Alexandrova E.,Eala A.,11,45,2983,1163,6,3,6,3,,,2,0,Completed,1.29,3.75,,,1.3,3.85,1.29,3.6,1.32,4
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/5/2026,WTA500,Outdoor,Hard,Quarterfinals,3,Baptiste H.,Samsonova L.,56,18,1071,2062,6,2,4,6,6,4,2,1,Completed,3.2,1.36,,,3.5,1.4,3.06,1.36,3.35,1.41
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/6/2026,WTA500,Outdoor,Hard,Semifinals,3,Alexandrova E.,Baptiste H.,11,56,2983,1071,3,6,7,6,6,3,2,1,Completed,1.25,4,,,1.27,4,1.25,3.8,1.29,4.3
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/6/2026,WTA500,Outdoor,Hard,Semifinals,3,Bejlek S.,Tauson C.,101,16,753,2345,7,5,3,6,7,5,2,1,Completed,2.75,1.44,,,2.95,1.45,2.78,1.42,2.96,1.5
6,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/7/2026,WTA500,Outdoor,Hard,The Final,3,Bejlek S.,Alexandrova E.,101,11,753,2983,7,6,6,1,,,2,0,Completed,3,1.4,,,3,1.57,2.83,1.42,3.1,1.46
7,Cluj-Napoca,Transylvania Open,2/1/2026,WTA250,Indoor,Hard,1st Round,3,Yuan Y.,Ruzic A.,130,67,582,933,6,4,5,7,6,2,2,1,Completed,2.2,1.67,,,2.3,1.73,2.13,1.68,2.28,1.76
7,Cluj-Napoca,Transylvania Open,2/1/2026,WTA250,Indoor,Hard,1st Round,3,Sorribes Tormo S.,Tomova V.,478,143,113,518,6,2,7,5,,,2,0,Completed,2.63,1.5,,,3.1,1.53,2.56,1.49,2.74,1.55
7,Cluj-Napoca,Transylvania Open,2/1/2026,WTA250,Indoor,Hard,1st Round,3,Bondar A.,Seidel E.,64,83,973,837,4,6,7,6,6,0,2,1,Completed,1.73,2.1,,,1.83,2.1,1.79,1.98,1.93,2.04
7,Cluj-Napoca,Transylvania Open,2/1/2026,WTA250,Indoor,Hard,1st Round,3,Oliynykova O.,Sherif M.,91,106,805,720,6,7,6,4,6,4,2,1,Completed,1.53,2.5,,,1.57,2.5,1.54,2.42,1.62,2.58
7,Cluj-Napoca,Transylvania Open,2/2/2026,WTA250,Indoor,Hard,1st Round,3,Juvan K.,Bertea E.R.,97,295,778,215,6,3,6,4,,,2,0,Completed,1.2,4.5,,,1.2,5.25,1.17,4.69,1.2,5.7
7,Cluj-Napoca,Transylvania Open,2/2/2026,WTA250,Indoor,Hard,1st Round,3,Zakharova A.,Pliskova Ka.,107,416,719,146,4,6,6,2,6,2,2,1,Completed,2.63,1.5,,,2.88,1.55,2.63,1.46,2.86,1.52
7,Cluj-Napoca,Transylvania Open,2/2/2026,WTA250,Indoor,Hard,1st Round,3,Zidansek T.,Erjavec V.,153,103,467,735,6,1,6,4,,,2,0,Completed,1.53,2.5,,,1.6,2.54,1.54,2.4,1.6,2.6
